23.04.2023 09:31:11.204 [main] INFO   o.a.c.c.StandardEngine - Starting Servlet engine: [Apache Tomcat/10.1.7]
23.04.2023 09:31:11.345 [main] INFO   o.a.c.c.C.[.[.[/] - Initializing Spring embedded WebApplicationContext
23.04.2023 09:31:11.345 [main] INFO   o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 2336 ms
23.04.2023 09:31:11.610 [main] INFO   o.h.j.i.u.LogHelper - HHH000204: Processing PersistenceUnitInfo [name: default]
23.04.2023 09:31:11.688 [main] INFO   o.hibernate.Version - HHH000412: Hibernate ORM core version 6.1.7.Final
23.04.2023 09:31:11.907 [main] INFO   c.z.h.HikariDataSource - HikariPool-1 - Starting...
23.04.2023 09:31:12.282 [main] INFO   c.z.h.p.HikariPool - HikariPool-1 - Added connection com.mysql.cj.jdbc.ConnectionImpl@4f22fd5d
23.04.2023 09:31:12.282 [main] INFO   c.z.h.HikariDataSource - HikariPool-1 - Start completed.
23.04.2023 09:31:12.360 [main] INFO   SQL dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQLDialect
23.04.2023 09:31:13.570 [main] INFO   o.h.e.t.j.p.i.JtaPlatformInitiator - HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
23.04.2023 09:31:13.586 [main] INFO   o.s.o.j.LocalContainerEntityManagerFactoryBean - Initialized JPA EntityManagerFactory for persistence unit 'default'
23.04.2023 09:31:14.351 [main] WARN   o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
